[header]
width=40
height=30
tilewidth=32
tileheight=32

[tilesets]
tileset=../tilesets/Spooky Tileset.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,32,70,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,32,70,70,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,32,32,32,70,70,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,
0,0,0,0,32,32,70,70,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32,32,32,70,70,70,70,70,70,70,70,32,0,0,0,0,0,0,
0,0,0,0,0,32,32,70,70,70,32,32,32,0,0,0,0,0,0,0,32,32,32,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,0,0,
0,0,0,0,0,0,32,32,70,70,70,70,32,32,32,0,0,0,32,32,32,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,0,0,
0,0,0,0,0,0,0,32,70,70,70,70,70,70,32,32,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,0,
0,0,0,0,0,0,0,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,0,
0,0,0,0,0,51,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,0,
0,0,1,1,1,46,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,0,0,0,0,
0,0,1,51,32,35,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,
0,0,31,66,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,0,
0,0,32,32,32,32,32,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,0,0,0,
0,0,0,32,32,0,0,0,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,32,0,0,
0,0,0,32,0,0,0,0,0,32,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,
0,0,0,0,0,0,0,0,0,0,0,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,32,32,32,32,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

